longitude,latitude,crop,season,temperature,precipitation,soil type,Yield
144.25,-35.25,rice,major,17.541666666666668,35.308336893717446,3.9999542215372395,5.8148375
144.25,-35.25,wheat,spring,17.541666666666668,35.308336893717446,3.9999542215372395,1.3279228
144.75,-35.25,maize,major,17.566666920979817,36.333333333333336,3.9999542215372395,0.8291493
144.75,-35.25,rice,major,17.566666920979817,36.333333333333336,3.9999542215372395,5.2119675
144.75,-35.25,wheat,spring,17.566666920979817,36.333333333333336,3.9999542215372395,1.4793624
146.25,-35.25,maize,major,17.48333485921224,46.38334147135416,3.000045778462759,1.0740283
146.25,-35.25,rice,major,17.48333485921224,46.38334147135416,3.000045778462759,6.5770807
146.25,-35.25,wheat,spring,17.48333485921224,46.38334147135416,3.000045778462759,2.0148067
146.75,-35.25,maize,major,17.149998982747395,51.69166564941406,3.000045778462759,1.7682936
146.75,-35.25,rice,major,17.149998982747395,51.69166564941406,3.000045778462759,12.1489725
146.75,-35.25,wheat,spring,17.149998982747395,51.69166564941406,3.000045778462759,2.9311483
147.25,-35.25,maize,major,16.33333460489909,59.82500203450521,2.000030518975173,3.0993197
147.25,-35.25,rice,major,16.33333460489909,59.82500203450521,2.000030518975173,21.174686
147.25,-35.25,wheat,spring,16.33333460489909,59.82500203450521,2.000030518975173,3.6909337
147.75,-35.25,maize,major,15.74166742960612,66.79166158040364,2.000030518975173,6.2071447
147.75,-35.25,rice,major,15.74166742960612,66.79166158040364,2.000030518975173,25.212372
147.75,-35.25,wheat,spring,15.74166742960612,66.79166158040364,2.000030518975173,4.032836
148.25,-35.25,maize,major,14.52500025431315,75.74166361490886,2.000030518975173,9.201618
148.25,-35.25,rice,major,14.52500025431315,75.74166361490886,2.000030518975173,24.33224
148.25,-35.25,wheat,spring,14.52500025431315,75.74166361490886,2.000030518975173,4.17848
142.75,-34.75,maize,major,17.625,33.69166819254557,3.9999542215372395,1.0694088
142.75,-34.75,rice,major,17.625,33.69166819254557,3.9999542215372395,4.639326
142.75,-34.75,wheat,spring,17.625,33.69166819254557,3.9999542215372395,0.8487006
143.25,-34.75,maize,major,17.758331298828125,33.81666564941406,2.000030518975173,0.49288046
143.25,-34.75,rice,major,17.758331298828125,33.81666564941406,2.000030518975173,2.333831
143.25,-34.75,wheat,spring,17.758331298828125,33.81666564941406,2.000030518975173,1.0408396
143.75,-34.75,maize,major,17.941666920979817,34.23333231608073,3.9999542215372395,1.0163294
143.75,-34.75,rice,major,17.941666920979817,34.23333231608073,3.9999542215372395,4.173929
143.75,-34.75,wheat,spring,17.941666920979817,34.23333231608073,3.9999542215372395,0.63282007
144.25,-34.75,maize,major,17.991666158040363,34.974998474121094,3.9999542215372395,1.5101244
144.25,-34.75,rice,major,17.991666158040363,34.974998474121094,3.9999542215372395,4.423625
144.25,-34.75,wheat,spring,17.991666158040363,34.974998474121094,3.9999542215372395,1.0948771
144.75,-34.75,maize,major,17.89166768391927,36.28333536783854,3.9999542215372395,1.6936414
144.75,-34.75,rice,major,17.89166768391927,36.28333536783854,3.9999542215372395,5.6267595
144.75,-34.75,wheat,spring,17.89166768391927,36.28333536783854,3.9999542215372395,1.2741362
145.25,-34.75,maize,major,17.75,37.66666666666666,3.000045778462759,0.84173214
145.25,-34.75,rice,major,17.75,37.66666666666666,3.000045778462759,3.0738509
145.25,-34.75,wheat,spring,17.75,37.66666666666666,3.000045778462759,1.6199878
145.75,-34.75,maize,major,17.700000762939453,39.9750010172526,3.000045778462759,2.1348693
145.75,-34.75,rice,major,17.700000762939453,39.9750010172526,3.000045778462759,9.225932
145.75,-34.75,wheat,spring,17.700000762939453,39.9750010172526,3.000045778462759,1.4216372
146.25,-34.75,maize,major,17.74166742960612,44.25833638509115,3.000045778462759,2.185935
146.25,-34.75,rice,major,17.74166742960612,44.25833638509115,3.000045778462759,10.933443
146.25,-34.75,wheat,spring,17.74166742960612,44.25833638509115,3.000045778462759,1.9868253
146.75,-34.75,maize,major,17.408331553141277,50.38333638509115,3.000045778462759,1.4504421
146.75,-34.75,rice,major,17.408331553141277,50.38333638509115,3.000045778462759,10.262608
146.75,-34.75,wheat,spring,17.408331553141277,50.38333638509115,3.000045778462759,2.987017
147.25,-34.75,maize,major,16.95833460489909,54.99166361490885,2.000030518975173,1.8927157
147.25,-34.75,rice,major,16.95833460489909,54.99166361490885,2.000030518975173,13.753456
147.25,-34.75,wheat,spring,16.95833460489909,54.99166361490885,2.000030518975173,3.360106
147.75,-34.75,maize,major,16.358333587646484,60.34166463216146,2.000030518975173,2.906817
147.75,-34.75,rice,major,16.358333587646484,60.34166463216146,2.000030518975173,19.930792
147.75,-34.75,wheat,spring,16.358333587646484,60.34166463216146,2.000030518975173,3.7834113
148.25,-34.75,maize,major,15.783334096272789,62.26666768391927,2.000030518975173,5.1184316
148.25,-34.75,rice,major,15.783334096272789,62.26666768391927,2.000030518975173,25.252981
148.25,-34.75,wheat,spring,15.783334096272789,62.26666768391927,2.000030518975173,4.1517687
19.75,-34.25,maize,major,17.416666666666668,31.075002034505207,2.000030518975173,1.1895912
19.75,-34.25,soybean,major,17.416666666666668,31.075002034505207,2.000030518975173,0.9955448
20.25,-34.25,maize,major,18.450000762939453,30.42500305175781,2.000030518975173,0.6582954
20.25,-34.25,soybean,major,18.450000762939453,30.42500305175781,2.000030518975173,0.6428061
141.25,-34.25,maize,major,17.791667938232422,28.48333485921224,2.000030518975173,0.68785346
141.25,-34.25,rice,major,17.791667938232422,28.48333485921224,2.000030518975173,3.4496145
141.25,-34.25,wheat,spring,17.791667938232422,28.48333485921224,2.000030518975173,0.5801693
142.25,-34.25,maize,major,17.825002034505207,30.35833231608073,2.000030518975173,0.8161628
142.25,-34.25,rice,major,17.825002034505207,30.35833231608073,2.000030518975173,3.627882
142.25,-34.25,wheat,spring,17.825002034505207,30.35833231608073,2.000030518975173,0.5036783
142.75,-34.25,maize,major,17.99166488647461,31.799997965494796,2.000030518975173,0.24219394
142.75,-34.25,rice,major,17.99166488647461,31.799997965494796,2.000030518975173,1.577981
142.75,-34.25,wheat,spring,17.99166488647461,31.799997965494796,2.000030518975173,0.5942689
143.25,-34.25,maize,major,18.15833282470703,33.341662089029946,1.0000152594875864,1.1414915
143.25,-34.25,rice,major,18.15833282470703,33.341662089029946,1.0000152594875864,4.5169897
143.25,-34.25,wheat,spring,18.15833282470703,33.341662089029946,1.0000152594875864,0.32474273
143.75,-34.25,maize,major,18.316666920979817,34.074999491373696,1.0000152594875864,2.0668926
143.75,-34.25,rice,major,18.316666920979817,34.074999491373696,1.0000152594875864,8.408412
143.75,-34.25,wheat,spring,18.316666920979817,34.074999491373696,1.0000152594875864,1.0158447
144.25,-34.25,maize,major,18.275000254313152,35.599998474121094,3.9999542215372395,1.2499986
144.25,-34.25,rice,major,18.275000254313152,35.599998474121094,3.9999542215372395,5.200248
144.25,-34.25,wheat,spring,18.275000254313152,35.599998474121094,3.9999542215372395,0.8665235
144.75,-34.25,maize,major,18.250001271565758,36.35000356038412,3.9999542215372395,0.9424212
144.75,-34.25,rice,major,18.250001271565758,36.35000356038412,3.9999542215372395,5.469282
144.75,-34.25,wheat,spring,18.250001271565758,36.35000356038412,3.9999542215372395,1.6230291
145.25,-34.25,maize,major,18.099998474121094,36.625,3.000045778462759,1.2345297
145.25,-34.25,rice,major,18.099998474121094,36.625,3.000045778462759,5.6215296
145.25,-34.25,wheat,spring,18.099998474121094,36.625,3.000045778462759,1.4546877
145.75,-34.25,maize,major,17.98333231608073,39.67499796549479,3.000045778462759,1.8725655
145.75,-34.25,rice,major,17.98333231608073,39.67499796549479,3.000045778462759,10.031677
145.75,-34.25,wheat,spring,17.98333231608073,39.67499796549479,3.000045778462759,1.6089332
146.25,-34.25,maize,major,17.78333282470703,44.01666768391927,2.000030518975173,1.9411817
146.25,-34.25,rice,major,17.78333282470703,44.01666768391927,2.000030518975173,13.25696
146.25,-34.25,wheat,spring,17.78333282470703,44.01666768391927,2.000030518975173,2.241687
146.75,-34.25,maize,major,17.541667938232422,50.45000203450521,2.000030518975173,0.94236875
146.75,-34.25,rice,major,17.541667938232422,50.45000203450521,2.000030518975173,7.012627
146.75,-34.25,wheat,spring,17.541667938232422,50.45000203450521,2.000030518975173,2.4308186
147.25,-34.25,maize,major,17.3249994913737,53.36666870117188,2.000030518975173,1.5883062
147.25,-34.25,rice,major,17.3249994913737,53.36666870117188,2.000030518975173,11.208864
147.25,-34.25,wheat,spring,17.3249994913737,53.36666870117188,2.000030518975173,2.9611144
147.75,-34.25,maize,major,17.25,54.90833536783854,3.000045778462759,1.657896
147.75,-34.25,rice,major,17.25,54.90833536783854,3.000045778462759,14.054669
147.75,-34.25,wheat,spring,17.25,54.90833536783854,3.000045778462759,3.4704747
148.25,-34.25,maize,major,16.183331807454426,60.71666463216146,2.000030518975173,2.0113935
148.25,-34.25,rice,major,16.183331807454426,60.71666463216146,2.000030518975173,21.64982
148.25,-34.25,wheat,spring,16.183331807454426,60.71666463216146,2.000030518975173,4.031563
18.75,-33.75,maize,major,18.34166590372721,34.31666819254557,2.000030518975173,1.1346753
18.75,-33.75,soybean,major,18.34166590372721,34.31666819254557,2.000030518975173,0.98367774
19.25,-33.75,maize,major,16.200000762939453,54.29999796549479,2.000030518975173,2.1087263
19.25,-33.75,soybean,major,16.200000762939453,54.29999796549479,2.000030518975173,2.615446
19.75,-33.75,maize,major,17.166666666666668,26.633331298828125,2.000030518975173,0.8363771
19.75,-33.75,soybean,major,17.166666666666668,26.633331298828125,2.000030518975173,0.8610951
22.25,-33.75,maize,major,17.774998982747395,26.558334350585938,2.000030518975173,3.1184492
22.25,-33.75,soybean,major,17.774998982747395,26.558334350585938,2.000030518975173,1.6666646
24.25,-33.75,maize,major,16.600001017252605,41.3999989827474,2.000030518975173,3.954126
24.25,-33.75,soybean,major,16.600001017252605,41.3999989827474,2.000030518975173,2.3390834
24.25,-33.75,wheat,winter,16.600001017252605,41.3999989827474,2.000030518975173,11.454918
141.75,-33.75,maize,major,18.24166742960612,28.37499745686849,2.000030518975173,1.4620385
141.75,-33.75,rice,major,18.24166742960612,28.37499745686849,2.000030518975173,3.1496003
141.75,-33.75,wheat,spring,18.24166742960612,28.37499745686849,2.000030518975173,0.37251246
142.25,-33.75,maize,major,18.308334350585938,29.26666514078776,2.000030518975173,0.80290824
142.25,-33.75,rice,major,18.308334350585938,29.26666514078776,2.000030518975173,3.2719467
142.25,-33.75,wheat,spring,18.308334350585938,29.26666514078776,2.000030518975173,0.42186108
142.75,-33.75,maize,major,18.299999237060547,30.8249994913737,2.000030518975173,0.65253234
142.75,-33.75,rice,major,18.299999237060547,30.8249994913737,2.000030518975173,3.1426995
142.75,-33.75,wheat,spring,18.299999237060547,30.8249994913737,2.000030518975173,0.35522106
144.75,-33.75,maize,major,18.64166641235352,35.64167022705078,3.9999542215372395,0.8986863
144.75,-33.75,rice,major,18.64166641235352,35.64167022705078,3.9999542215372395,4.6115437
144.75,-33.75,wheat,spring,18.64166641235352,35.64167022705078,3.9999542215372395,0.5588765
145.25,-33.75,maize,major,18.46666717529297,38.24166361490885,3.000045778462759,1.4928493
145.25,-33.75,rice,major,18.46666717529297,38.24166361490885,3.000045778462759,6.6573296
145.25,-33.75,wheat,spring,18.46666717529297,38.24166361490885,3.000045778462759,1.4593667
145.75,-33.75,maize,major,18.358333587646484,42.30833435058594,2.000030518975173,0.7125275
145.75,-33.75,rice,major,18.358333587646484,42.30833435058594,2.000030518975173,4.030671
145.75,-33.75,wheat,spring,18.358333587646484,42.30833435058594,2.000030518975173,1.06537
146.25,-33.75,maize,major,17.825000762939453,49.008331298828125,2.000030518975173,1.1598418
146.25,-33.75,rice,major,17.825000762939453,49.008331298828125,2.000030518975173,9.366198
146.25,-33.75,wheat,spring,17.825000762939453,49.008331298828125,2.000030518975173,2.0331845
146.75,-33.75,maize,major,17.95833460489909,49.08333841959635,2.000030518975173,0.91583276
146.75,-33.75,rice,major,17.95833460489909,49.08333841959635,2.000030518975173,6.180467
146.75,-33.75,wheat,spring,17.95833460489909,49.08333841959635,2.000030518975173,2.46484
147.25,-33.75,maize,major,17.98333485921224,49.875,3.000045778462759,0.6291329
147.25,-33.75,rice,major,17.98333485921224,49.875,3.000045778462759,5.90322
147.25,-33.75,wheat,spring,17.98333485921224,49.875,3.000045778462759,2.0124414
147.75,-33.75,maize,major,17.791666666666668,52.6000010172526,2.000030518975173,0.97365355
147.75,-33.75,rice,major,17.791666666666668,52.6000010172526,2.000030518975173,9.536037
147.75,-33.75,wheat,spring,17.791666666666668,52.6000010172526,2.000030518975173,3.0185947
148.25,-33.75,maize,major,16.841665903727215,58.44166564941406,2.000030518975173,4.65792
148.25,-33.75,rice,major,16.841665903727215,58.44166564941406,2.000030518975173,20.504705
148.25,-33.75,wheat,spring,16.841665903727215,58.44166564941406,2.000030518975173,3.7115216
148.75,-33.75,maize,major,16.283334096272785,60.6000010172526,2.000030518975173,4.5051136
148.75,-33.75,wheat,spring,16.283334096272785,60.6000010172526,2.000030518975173,3.9100895
149.25,-33.75,maize,major,14.291665395100912,70.2666727701823,2.000030518975173,7.2194347
149.25,-33.75,wheat,spring,14.291665395100912,70.2666727701823,2.000030518975173,4.0076027
149.75,-33.75,maize,major,13.34999974568685,82.93333943684895,2.000030518975173,9.535354
149.75,-33.75,wheat,spring,13.34999974568685,82.93333943684895,2.000030518975173,4.045471
150.25,-33.75,maize,major,14.77500025431315,94.5499979654948,2.000030518975173,11.954431
150.25,-33.75,wheat,spring,14.77500025431315,94.5499979654948,2.000030518975173,3.3353999
150.75,-33.75,maize,major,18.04166539510091,91.75834147135416,2.000030518975173,9.5790415
150.75,-33.75,wheat,spring,18.04166539510091,91.75834147135416,2.000030518975173,2.562792
18.75,-33.25,maize,major,19.29166539510091,24.808334350585938,2.000030518975173,0.15683609
18.75,-33.25,soybean,major,19.29166539510091,24.808334350585938,2.000030518975173,0.1146588
19.25,-33.25,maize,major,16.36666742960612,47.150004069010414,2.000030518975173,1.4774977
19.25,-33.25,soybean,major,16.36666742960612,47.150004069010414,2.000030518975173,1.3813732
24.75,-33.25,maize,major,19.00000254313151,20.26666768391927,2.000030518975173,2.2228932
24.75,-33.25,soybean,major,19.00000254313151,20.26666768391927,2.000030518975173,1.2732918
24.75,-33.25,wheat,winter,19.00000254313151,20.26666768391927,2.000030518975173,2.045917
25.25,-33.25,maize,major,19.49166742960612,21.924997965494796,2.000030518975173,4.491278
25.25,-33.25,soybean,major,19.49166742960612,21.924997965494796,2.000030518975173,2.9664178
25.25,-33.25,wheat,winter,19.49166742960612,21.924997965494796,2.000030518975173,4.6142774
26.25,-33.25,maize,major,18.900000254313152,36.81666564941406,2.000030518975173,5.404622
26.25,-33.25,soybean,major,18.900000254313152,36.81666564941406,2.000030518975173,3.189672
141.75,-33.25,maize,major,18.74166742960612,26.808334350585938,3.9999542215372395,0.60925126
141.75,-33.25,rice,major,18.74166742960612,26.808334350585938,3.9999542215372395,3.2683506
141.75,-33.25,wheat,spring,18.74166742960612,26.808334350585938,3.9999542215372395,0.2974195
142.25,-33.25,maize,major,18.8249994913737,27.841664632161457,2.000030518975173,0.63707745
142.25,-33.25,rice,major,18.8249994913737,27.841664632161457,2.000030518975173,2.999325
142.25,-33.25,wheat,spring,18.8249994913737,27.841664632161457,2.000030518975173,0.16774052
145.25,-33.25,maize,major,18.933333079020183,38.85833485921224,3.9999542215372395,1.742552
145.25,-33.25,rice,major,18.933333079020183,38.85833485921224,3.9999542215372395,7.4055166
145.25,-33.25,wheat,spring,18.933333079020183,38.85833485921224,3.9999542215372395,0.6445119
145.75,-33.25,maize,major,18.958332061767575,41.99166615804037,3.9999542215372395,1.8491812
145.75,-33.25,rice,major,18.958332061767575,41.99166615804037,3.9999542215372395,8.267508
145.75,-33.25,wheat,spring,18.958332061767575,41.99166615804037,3.9999542215372395,0.96608806
146.25,-33.25,maize,major,18.83333333333333,47.07500203450521,2.000030518975173,1.5099078
146.25,-33.25,rice,major,18.83333333333333,47.07500203450521,2.000030518975173,8.258757
146.25,-33.25,wheat,spring,18.83333333333333,47.07500203450521,2.000030518975173,1.414326
146.75,-33.25,maize,major,18.64166768391927,47.8999989827474,2.000030518975173,1.1415849
146.75,-33.25,wheat,spring,18.64166768391927,47.8999989827474,2.000030518975173,2.3857276
147.25,-33.25,maize,major,18.500001271565758,47.66667175292969,3.000045778462759,1.994293
147.25,-33.25,wheat,spring,18.500001271565758,47.66667175292969,3.000045778462759,2.4058
147.75,-33.25,maize,major,18.399998982747395,50.650004069010414,3.000045778462759,2.1381218
147.75,-33.25,rice,major,18.399998982747395,50.650004069010414,3.000045778462759,18.45929
147.75,-33.25,wheat,spring,18.399998982747395,50.650004069010414,3.000045778462759,3.0044894
148.25,-33.25,maize,major,17.55000178019206,59.18333435058594,3.000045778462759,1.6223838
148.25,-33.25,wheat,spring,17.55000178019206,59.18333435058594,3.000045778462759,3.2379496
148.75,-33.25,maize,major,16.275000254313152,62.84166463216146,2.000030518975173,4.564002
148.75,-33.25,wheat,spring,16.275000254313152,62.84166463216146,2.000030518975173,3.5739691
149.75,-33.25,maize,major,14.433333079020182,74.94166056315105,2.000030518975173,7.1302595
149.75,-33.25,wheat,spring,14.433333079020182,74.94166056315105,2.000030518975173,3.8013022
25.75,-32.75,maize,major,18.299999237060547,33.78333282470703,2.000030518975173,4.2182856
25.75,-32.75,soybean,major,18.299999237060547,33.78333282470703,2.000030518975173,2.4480038
25.75,-32.75,wheat,winter,18.299999237060547,33.78333282470703,2.000030518975173,6.528022
26.25,-32.75,maize,major,18.14166514078776,36.51666514078776,2.000030518975173,3.8879647
26.25,-32.75,soybean,major,18.14166514078776,36.51666514078776,2.000030518975173,3.2679124
26.25,-32.75,wheat,winter,18.14166514078776,36.51666514078776,2.000030518975173,3.2827551
27.25,-32.75,maize,major,18.041666666666668,53.758331298828125,2.000030518975173,6.328628
27.25,-32.75,soybean,major,18.041666666666668,53.758331298828125,2.000030518975173,3.597602
27.75,-32.75,maize,major,19.09166717529297,48.8999989827474,2.000030518975173,8.971365
27.75,-32.75,soybean,major,19.09166717529297,48.8999989827474,2.000030518975173,5.1528206
145.25,-32.75,maize,major,18.941665649414062,40.70000203450521,2.000030518975173,1.5968719
145.25,-32.75,wheat,spring,18.941665649414062,40.70000203450521,2.000030518975173,0.22084886
147.75,-32.75,maize,major,18.67500178019206,52.53333536783854,3.000045778462759,2.010643
147.75,-32.75,wheat,spring,18.67500178019206,52.53333536783854,3.000045778462759,2.1222658
148.25,-32.75,maize,major,18.0,57.8833262125651,3.000045778462759,1.816509
148.25,-32.75,wheat,spring,18.0,57.8833262125651,3.000045778462759,2.4303215
148.75,-32.75,maize,major,17.150001525878906,61.98333231608073,2.000030518975173,3.7894053
148.75,-32.75,wheat,spring,17.150001525878906,61.98333231608073,2.000030518975173,3.657915
25.25,-32.25,maize,major,15.725001017252604,30.81666819254557,2.000030518975173,3.921003
25.25,-32.25,soybean,major,15.725001017252604,30.81666819254557,2.000030518975173,2.4558787
25.25,-32.25,wheat,winter,15.725001017252604,30.81666819254557,2.000030518975173,6.266952
25.75,-32.25,maize,major,17.441665649414062,26.48333231608073,2.000030518975173,2.7981703
25.75,-32.25,wheat,winter,17.441665649414062,26.48333231608073,2.000030518975173,3.9587698
26.25,-32.25,maize,major,15.65000025431315,38.50833384195963,2.000030518975173,5.8248677
26.25,-32.25,soybean,major,15.65000025431315,38.50833384195963,2.000030518975173,3.680545
27.25,-32.25,maize,major,17.225001017252605,51.32499694824219,2.000030518975173,5.95428
27.25,-32.25,soybean,major,17.225001017252605,51.32499694824219,2.000030518975173,3.6639905
144.75,-32.25,maize,major,19.75833257039388,35.208335876464844,2.000030518975173,0.7412402
144.75,-32.25,wheat,spring,19.75833257039388,35.208335876464844,2.000030518975173,0.19401455
145.25,-32.25,maize,major,19.433334350585938,39.625,2.000030518975173,2.0909662
145.25,-32.25,wheat,spring,19.433334350585938,39.625,2.000030518975173,0.26661682
146.25,-32.25,maize,major,18.416669209798176,50.8500010172526,2.000030518975173,2.298315
146.25,-32.25,wheat,spring,18.416669209798176,50.8500010172526,2.000030518975173,0.7578746
150.25,-32.25,maize,major,17.700000762939453,63.67500305175781,2.000030518975173,7.374402
150.25,-32.25,wheat,spring,17.700000762939453,63.67500305175781,2.000030518975173,2.9514515
150.75,-32.25,maize,major,18.15833155314128,64.99166870117188,3.000045778462759,9.382314
150.75,-32.25,wheat,spring,18.15833155314128,64.99166870117188,3.000045778462759,3.0567122
151.25,-32.25,maize,major,17.075000762939453,79.20832824707031,2.000030518975173,11.117599
151.25,-32.25,wheat,spring,17.075000762939453,79.20832824707031,2.000030518975173,3.1557164
25.25,-31.75,maize,major,17.15833282470703,23.15833282470703,2.000030518975173,1.239418
25.25,-31.75,wheat,winter,17.15833282470703,23.15833282470703,2.000030518975173,2.6395483
25.75,-31.75,maize,major,16.874998728434246,25.46666971842448,2.000030518975173,1.9476597
25.75,-31.75,wheat,winter,16.874998728434246,25.46666971842448,2.000030518975173,3.1746635
26.75,-31.75,maize,major,15.866666158040363,37.67500305175781,3.000045778462759,3.456234
26.75,-31.75,soybean,major,15.866666158040363,37.67500305175781,3.000045778462759,2.1968334
26.75,-31.75,wheat,winter,15.866666158040363,37.67500305175781,3.000045778462759,3.0747206
27.75,-31.75,maize,major,17.233333587646484,41.09166717529297,2.000030518975173,7.2072206
27.75,-31.75,soybean,major,17.233333587646484,41.09166717529297,2.000030518975173,3.717356
27.75,-31.75,wheat,winter,17.233333587646484,41.09166717529297,2.000030518975173,4.539755
145.25,-31.75,maize,major,19.875,38.508331298828125,2.000030518975173,0.94028735
145.25,-31.75,wheat,spring,19.875,38.508331298828125,2.000030518975173,0.22399053
145.75,-31.75,maize,major,19.649998982747395,41.60833231608073,2.000030518975173,1.1159458
145.75,-31.75,wheat,spring,19.649998982747395,41.60833231608073,2.000030518975173,0.38073593
146.25,-31.75,maize,major,19.400001525878903,45.29166666666666,2.000030518975173,2.6860805
146.25,-31.75,wheat,spring,19.400001525878903,45.29166666666666,2.000030518975173,0.703659
149.75,-31.75,maize,major,16.96666717529297,66.65834045410156,3.9999542215372395,8.227208
149.75,-31.75,wheat,spring,16.96666717529297,66.65834045410156,3.9999542215372395,3.2255542
150.25,-31.75,maize,major,17.224999745686848,65.05832926432292,3.9999542215372395,9.577434
150.25,-31.75,wheat,spring,17.224999745686848,65.05832926432292,3.9999542215372395,3.3700545
150.75,-31.75,maize,major,16.9499994913737,69.04166666666667,2.000030518975173,10.5546665
150.75,-31.75,wheat,spring,16.9499994913737,69.04166666666667,2.000030518975173,3.862377
151.25,-31.75,maize,major,15.933333079020182,77.97500101725261,2.000030518975173,12.484275
151.25,-31.75,wheat,spring,15.933333079020182,77.97500101725261,2.000030518975173,3.5341024
27.75,-31.25,maize,major,14.40000025431315,45.6000010172526,3.000045778462759,6.407474
27.75,-31.25,soybean,major,14.40000025431315,45.6000010172526,3.000045778462759,4.0937366
27.75,-31.25,wheat,winter,14.40000025431315,45.6000010172526,3.000045778462759,5.038124
28.25,-31.25,maize,major,16.1999994913737,43.92500305175781,2.000030518975173,8.098148
28.25,-31.25,soybean,major,16.1999994913737,43.92500305175781,2.000030518975173,5.4635525
28.25,-31.25,wheat,winter,16.1999994913737,43.92500305175781,2.000030518975173,6.623524
145.25,-31.25,maize,major,20.40833155314128,37.03333282470703,2.000030518975173,3.0358717
145.25,-31.25,wheat,spring,20.40833155314128,37.03333282470703,2.000030518975173,0.3714968
145.75,-31.25,maize,major,20.13333257039388,40.04166666666666,2.000030518975173,1.9538054
145.75,-31.25,wheat,spring,20.13333257039388,40.04166666666666,2.000030518975173,0.37099075
146.25,-31.25,maize,major,20.125,42.366661071777344,2.000030518975173,2.2700055
146.25,-31.25,wheat,spring,20.125,42.366661071777344,2.000030518975173,0.79199946
149.75,-31.25,maize,major,18.05000178019206,62.625,3.000045778462759,5.0839367
149.75,-31.25,wheat,spring,18.05000178019206,62.625,3.000045778462759,2.11057
150.25,-31.25,maize,major,18.783334096272785,57.633331298828125,3.9999542215372395,4.481426
150.25,-31.25,wheat,spring,18.783334096272785,57.633331298828125,3.9999542215372395,2.2345726
150.75,-31.25,maize,major,18.083332061767575,60.85833740234375,2.000030518975173,5.390675
150.75,-31.25,wheat,spring,18.083332061767575,60.85833740234375,2.000030518975173,3.1938534
151.25,-31.25,maize,major,15.658332824707031,71.6749979654948,2.000030518975173,12.075087
151.25,-31.25,wheat,spring,15.658332824707031,71.6749979654948,2.000030518975173,3.6982462
151.75,-31.25,maize,major,13.72499974568685,84.98333231608073,2.000030518975173,13.8319025
151.75,-31.25,wheat,spring,13.72499974568685,84.98333231608073,2.000030518975173,3.9898026
25.25,-30.75,maize,major,17.73333231608073,24.566665649414062,2.000030518975173,0.78034335
25.25,-30.75,soybean,major,17.73333231608073,24.566665649414062,2.000030518975173,0.3707998
25.25,-30.75,wheat,winter,17.73333231608073,24.566665649414062,2.000030518975173,2.5639377
28.25,-30.75,maize,major,13.808333079020182,50.60833740234375,3.000045778462759,8.336631
28.25,-30.75,soybean,major,13.808333079020182,50.60833740234375,3.000045778462759,4.965426
28.25,-30.75,wheat,winter,13.808333079020182,50.60833740234375,3.000045778462759,6.0640693
28.75,-30.75,maize,major,16.333333333333332,46.05833435058594,2.000030518975173,6.581592
28.75,-30.75,soybean,major,16.333333333333332,46.05833435058594,2.000030518975173,4.0401354
